Date,Open,High,Low,Close,Volume,log_return,vol_21d,vol_zscore
2015-01-02,21.590996298515844,21.649435870696074,21.370726835017773,21.53255844116211,484000,,,
2015-01-05,21.424665934633502,21.58649750907202,20.413220309218904,20.5435848236084,1449200,-0.04701741759626713,,
2015-01-06,20.4312049863102,20.69193233867395,20.34579291231446,20.637989044189453,562200,0.004584787665035304,,
2015-01-07,20.64248125781163,20.862752400393852,20.408726436673977,20.651472091674805,615700,0.0006530987614605223,,
2015-01-08,20.78184082749192,21.02458824657715,20.381758070940283,20.435701370239258,663100,-0.010503166163091437,,
2015-01-09,20.336796524537366,20.521104286751267,20.19294493260929,20.444683074951172,1129800,0.0004394139134614186,,
2015-01-12,20.35927099175702,20.588531177748223,20.00414088802935,20.489635467529297,1226300,0.0021963189933966393,,
2015-01-13,20.593031310683507,20.835776931109432,20.35927480801419,20.62449836730957,370300,0.006560438997584891,,
2015-01-14,20.341296837930884,20.453679693389066,19.69397220782922,20.264877319335938,928600,-0.017590404098119187,,
2015-01-15,20.35927891410988,20.75037077878562,20.170474821449172,20.408727645874023,580900,0.007073428895094399,,
2015-01-16,20.354782542653066,20.664960325942797,20.300839251360802,20.61101531982422,263200,0.009863022007817336,,
2015-01-20,20.62899711513766,20.86724822506485,20.462670965650357,20.790828704833984,804600,0.008686304673106339,,
2015-01-21,20.467162975567934,20.912199791788527,20.287351454282952,20.817798614501953,921900,0.0012963616049148814,,
2015-01-22,20.948159927300786,21.015590314775917,20.682936365965123,20.961647033691406,352200,0.006886112794502213,,
2015-01-23,20.844772396414474,21.11898684923623,20.59303588745786,21.069538116455078,368100,0.005133869975282279,,
2015-01-26,21.07852796003046,21.438152752222425,20.993117607768077,21.424667358398438,430000,0.016714632308354595,,
2015-01-27,21.235857449666835,21.640434554252156,21.235857449666835,21.581995010375977,360500,0.007316464246808772,,
2015-01-28,21.617965190620378,21.653926811070495,21.285311198619198,21.54154396057129,587300,-0.0018760548245435576,,
2015-01-29,21.514575944345047,21.829248309228028,21.11898777949711,21.267333984375,712700,-0.012811068157233757,,
2015-01-30,20.876239468015434,21.033576500999825,20.49413842973086,20.799819946289062,639300,-0.02222794952456953,,
2015-02-02,20.804312082005524,21.31228303045303,20.642480507999156,21.276321411132812,648300,0.022650453270801698,,0.13773894985104568
2015-02-03,21.51907163183228,21.75282820899712,21.271829658908903,21.608978271484375,417100,0.015514105531807279,0.24453613744800004,-0.8172860849691871
2015-02-04,21.573011106083985,21.622458116112924,21.024582288348103,21.056049346923828,367300,-0.025920990299938048,0.2001326508189347,-1.031139985336258
2015-02-05,21.083020835439303,21.271823177840815,20.916693002570163,21.163936614990234,443400,0.005110731348628287,0.20025387015010007,-0.5521512194761942
2015-02-06,21.267332798317774,21.267332798317774,20.997612908534464,21.083024978637695,347400,-0.0038304167792887374,0.20100855509979823,-1.0343472836386427
2015-02-09,20.993112624819542,21.357231890249658,20.96614012874751,21.10549545288086,444000,0.0010652412617543283,0.1966248923198086,-0.42788536394492854
2015-02-10,21.271827548730617,21.271827548730617,20.736885753848306,20.844772338867188,387900,-0.012430264920309344,0.20249553026570366,-0.6675122061463074
2015-02-11,20.768345251373997,20.89870973270357,20.28734692423111,20.31431770324707,434400,-0.025777246639523698,0.222479188286991,-0.30627382618039733
2015-02-12,20.552583251381293,20.615517394733615,19.954705459880643,20.11653709411621,476600,-0.00978372521534297,0.22323074030966125,-0.07853236931922336
2015-02-13,20.24240037534878,20.44468986812178,20.07607422121381,20.179466247558594,335800,0.003123347199796021,0.21544971484221556,-1.0166157646262306
2015-02-17,20.103047532866388,20.1479999931436,19.559113160484085,19.81534767150879,526100,-0.018208792636526944,0.2223829183752776,0.3885225341828371
2015-02-18,19.824332186500094,20.183958644482114,19.658006064320336,19.774885177612305,631600,-0.0020440651682480052,0.21857362120070212,0.886937903743624
2015-02-19,19.653514357992552,19.81084967007752,19.334345744464596,19.57709312438965,438700,-0.010052542585552604,0.2166912223218352,-0.2522371257052235
2015-02-20,19.734430433289223,19.734430433289223,19.3073752324654,19.40627098083496,189200,-0.008763904338250632,0.21705936892506303,-2.79416278465522
2015-02-23,19.41975923577633,19.455720860534765,19.006189404682654,19.09609603881836,180000,-0.016112341983684643,0.21802126299960164,-2.411425131937343
2015-02-24,18.979216678044892,19.07361786258212,18.62858101217967,18.848852157592773,473400,-0.01303189974398554,0.21705104191289398,0.2880769551258171
2015-02-25,18.615095618624704,18.86233755114774,18.606104784645982,18.848852157592773,402600,0.0,0.20295175890363396,-0.1615972219780763
2015-02-26,18.86233713514677,19.019674154065054,18.597113540515686,18.705001831054688,498100,-0.007661052852237461,0.197022003157341,0.3977956034325298
2015-02-27,18.731973201578505,18.866833997663377,18.399320915462337,18.475740432739258,566900,-0.012332422109948766,0.19705041761191136,0.7724514340086397
2015-03-02,18.56115524461589,18.565649804898005,18.026211685239335,18.111623764038086,296000,-0.019904614521575725,0.20103710684855425,-0.9870702811218499
2015-03-03,18.215015277517395,18.313912749158764,17.823923380758334,17.922819137573242,388000,-0.01047921594121935,0.19430851601234259,-0.12913804654984226
2015-03-04,17.760987971628854,17.976764590485168,17.63961598140862,17.909334182739258,510800,-0.0007526734634148611,0.16367392605022582,0.7801377427182079
2015-03-05,17.913824367419203,18.291430785944836,17.626124565652262,17.72052574157715,343100,-0.01059842552909786,0.13915644427271245,-0.45923126918512
2015-03-06,17.486771506712106,17.675573864693973,16.86641771723743,16.906875610351562,441300,-0.04700323408510258,0.18289415077447554,0.3127378816426094
2015-03-09,16.965320935701662,17.08219838062428,16.439368146483073,16.547256469726562,908000,-0.021500064181555745,0.17751738375452103,2.1709521775849385
2015-03-10,16.412390701470894,16.556242327479072,16.317989518787638,16.475326538085938,610900,-0.004356415449566083,0.17723202363883864,0.9822387588419885
2015-03-11,16.52927387787805,16.63266591970785,16.466339740662228,16.596702575683594,225700,0.0073401352020828845,0.1841440321453574,-1.5251340437120549
2015-03-12,16.62816505154179,16.91136856158516,16.28652027221426,16.848434448242188,998800,0.015053705786423574,0.20564664803078825,1.9195065267533118
2015-03-13,16.76752026410818,16.96081889622836,16.659633692354582,16.906875610351562,658600,0.003462638642615186,0.20254542260247116,0.9043204697694822
2015-03-16,17.041734031261516,17.270994273597076,17.005772413659855,17.20356559753418,513500,0.01739628447656456,0.22175873491965017,0.340284686048521
2015-03-17,17.064211817524367,17.423836600567185,17.064211817524367,17.419342041015625,594200,0.01246453587296888,0.22959246601999603,0.6048139761985318
2015-03-18,17.419339685043532,18.053178815312723,17.217050236058473,18.030702590942383,640500,0.03449480394918974,0.2667645483974727,0.7422664014467194
2015-03-19,17.922819137573242,18.003734938947733,17.72502590911697,17.922819137573242,694500,-0.006001291221107738,0.2666587616434164,0.9028406251008021
2015-03-20,17.976764238434573,18.138594127167835,17.945295457896652,17.990249633789062,426500,0.0037552110004840686,0.2674440121580367,-0.1582586050966939
2015-03-23,18.01722547562329,18.09813957755977,17.513748901357005,17.576683044433594,392600,-0.023256727454931934,0.2752770425253093,-0.45994955906441176
2015-03-24,17.61264462545873,17.868877447902907,17.38787887139706,17.48677635192871,489200,-0.005128238404842191,0.2721591175501255,-0.05094411869213708
2015-03-25,17.576672513106423,17.787952765266198,17.441813470912724,17.684560775756836,467500,0.011247028113336553,0.2752015211395455,-0.17934850355489024
2015-03-26,17.675572949327037,17.684563782311916,17.29796653809231,17.509246826171875,456100,-0.009962854925039493,0.2759795293784785,-0.26931176752969843
2015-03-27,17.51824488513222,17.51824488513222,17.239534092115655,17.387880325317383,237400,-0.00695570094664095,0.2758566609364791,-1.8591523058272845
2015-03-30,17.536216763514627,17.563189261166826,17.41933937000704,17.51374053955078,276000,0.007212316029565914,0.2762595398622838,-1.317362784959818
2015-03-31,17.464292410835448,17.801440926217026,17.396863736654748,17.680068969726562,430100,0.0094522116740406,0.27169778659481003,-0.25929819942134646
2015-04-01,17.836452006767317,18.375852826516716,17.791124991428706,18.35772132873535,400200,0.03761230865013061,0.30044154770049986,-0.4506756213914025
2015-04-02,18.50276554420746,18.83819125859636,18.27612706205978,18.629682540893555,920700,0.01470587740397246,0.30396507080515117,1.5358001344976646
2015-04-06,18.625154488792116,18.960580274438932,18.625154488792116,18.86539077758789,464400,0.012572923366001553,0.3025766021269169,-0.16686307161430658
2015-04-07,18.824594767051693,18.9288482779226,18.720341256180784,18.810997009277344,276300,-0.0028874215017234014,0.24359480050601193,-1.3349757140264258
2015-04-08,18.901655317370277,19.033106090673172,18.733943275396012,18.770204544067383,361600,-0.0021708981908209637,0.2255523301848834,-0.6256267301712527
2015-04-09,18.77473238039026,18.820061117545997,18.588888880838045,18.79739761352539,233800,0.0014476875097432168,0.22307619606530996,-1.516147995719662
2015-04-10,18.806462314909147,18.90165006396991,18.684077325067705,18.73847007751465,142500,-0.003139801371129824,0.22538997777309286,-2.375207751259407
2015-04-13,18.77020225978212,18.801931514426293,18.48463723886989,18.67501449584961,187100,-0.0033921268352696023,0.22488389125904937,-1.6470665767276265
2015-04-14,18.68861051948586,18.910717010498047,18.63874977278223,18.910717010498047,187400,0.012542291717591629,0.2263467552596348,-1.4707002009754477
2015-04-15,18.95604640948272,19.25520919831803,18.906185656491044,19.11469268798828,346000,0.010728491057922899,0.22302357789889574,-0.1470870143894001
2015-04-16,19.123756195953536,19.40478918368514,19.037634187586168,19.264272689819336,237900,0.007794934425339594,0.22164093860087514,-0.8546154953036841
2015-04-17,19.05576893809793,19.12829320203747,18.906186671095536,19.05123519897461,441900,-0.011120285124395389,0.19988070835887944,0.5233357818653382
2015-04-20,19.114686798448165,19.169081273560053,18.942442814603176,19.001367568969727,312700,-0.002620985421491134,0.19838063382846904,-0.16839390006891608
2015-04-21,19.02857271870051,19.037638468322076,18.747541396891748,18.987777709960938,249300,-0.0007154601394007674,0.1987087120456919,-0.6411697352572798
2015-04-22,18.992306415644016,19.318664669948287,18.58435643637058,19.309598922729492,232900,0.0168068320298835,0.1807532099382934,-0.7357327125289977
2015-04-23,19.309602619116752,19.808208436910498,19.305070609197045,19.803674697875977,249300,0.02526518550158752,0.19078682829030244,-0.5122421189871775
2015-04-24,19.898864493401735,20.32947633588818,19.812740741612576,20.279617309570312,403500,0.02374879692570161,0.19987960706469346,0.6589639283144498
2015-04-27,20.401995089342307,20.9096665265324,20.315873089927702,20.755552291870117,432800,0.023197483006399663,0.1984269137295187,0.8388776668352584
2015-04-28,20.85527931374602,21.004861591767362,20.73289601423852,20.90060806274414,375100,0.006964461244183279,0.19083340060593737,0.441033977834199
2015-04-29,20.85074625274261,21.12271181656721,20.81448325537139,21.08191680908203,585000,0.00863739730261872,0.1907514086851372,1.368480312771057
2015-04-30,20.859807523572375,21.095511768535932,20.397464781041688,20.51984977722168,966900,-0.02702295028375947,0.22755092641879335,2.151841721689796
2015-05-01,20.524386112478233,20.56518111980364,20.216157552489577,20.365739822387695,235500,-0.0075386309060884145,0.20375923286045058,-0.675675329794156
2015-05-04,20.45639598147462,20.479059490623193,19.99405313256118,20.46546173095703,341500,0.004884603100104434,0.2006465782615706,0.19600468783658168
2015-05-05,20.474521213301173,20.95952919297973,20.3385384594344,20.87340545654297,387600,0.019737210832481557,0.2057593455343118,0.5149618620122425
